"virus name","TaxaID","refseq id","Genome.organization"
"Enterobacteria phage fiAA91-ss",1357825,"NC_022750","Linear"
"Enterobacteria phage fr",12017,"X15031","Linear"
"Enterobacteria phage mEp043 c-1",1147149,"NC_019706","Linear"
"Enterobacteria phage mEp213",1147156,"NC_019720","Linear"
"Enterobacteria phage mEp235",1147150,"NC_019708","Linear"
"Enterobacteria phage mEp237",1147151,"NC_019704","Linear"
"Enterobacteria phage mEp460",1147152,"NC_019716","Linear"
"Enterobacteria phage phi80",10713,"NC_021190","Linear"
"Enterobacteria phage phi92",948870,"NC_023693","Linear"
"Enterobacteria phage phiJLA23",1273706,"NC_047740","Linear"
"Enterobacteria phage phiP27",103807,"NC_003356","Linear"
"Enterobacteria phage vB_EcoM_IME281",2163887,"NC_055740","Linear"
"Enterobacteria phage vB_EcoM_IME339",2163889,"NC_055741","Linear"
"Enterobacteria phage vB_EcoM_IME340",2163890,"NC_054904","Linear"
"Enterobacteria phage vB_EcoM_IME341",2163891,"NC_055742","Linear"
"Enterobacteria phage vB_EcoP_IME390",2315471,"NC_048082","Linear"
"Enterobacteria phage vB_EcoS_IME18",2163886,"NC_047959","Linear"
"Enterobacteria phage vB_EcoS_Rogue1",1147155,"NC_019718","Linear"
"Enterobacterial phage mEp390",1147158,"NC_019721","Linear"
"Enterobacteriaphage UAB_Phi87",1197935,"NC_027360","Linear"
"Enterococcus phage 156",2315797,"LR031359","Linear"
"Enterococcus phage 9183",2763102,"NC_055907","Linear"
"Enterococcus phage AE4_17",2759198,"NC_055866","Linear"
"Enterococcus phage AUEF3",1476978,"NC_042134","Linear"
"Enterococcus phage BC611",1173135,"NC_018086","Linear"
"Enterococcus phage ECP3",1498168,"NC_027335","Linear"
"Enterococcus phage EF-P10",1958912,"KY472224","Linear"
"Enterococcus phage EF-P29",1932891,"KY303907","Linear"
"Enterococcus phage EF24C",442493,"NC_009904","Linear"
"Enterococcus phage EF62phi",977801,"NC_017732","Linear"
"Enterococcus phage EFA-1",2736188,"MT350292","Linear"
"Enterococcus phage EFA-2",2736189,"MT350293","Linear"
"Enterococcus phage EFAP-1",627087,"NC_012419","Linear"
"Enterococcus phage EFC-1",1486428,"NC_025453","Linear"
"Enterococcus phage EFDG1",1597976,"NC_029009","Linear"
"Enterococcus phage EFLK1",1640885,"NC_029026","Linear"
"Enterococcus phage EFP01",1926594,"NC_047796","Linear"
"Enterococcus phage EFP1",2712942,"MN995824","Linear"
"Enterococcus phage EFRM31",767806,"NC_015270","Linear"
"Enterococcus phage Ec-ZZ2",1647400,"NC_031260","Linear"
"Enterococcus phage EfV12-phi1",2315766,"NC_048087","Linear"
"Enterococcus phage EfaCPT1",1204540,"NC_025465","Linear"
"Enterococcus phage EfsSzw-1",2419745,"MH791397","Linear"
"Enterococcus phage EfsWh_1",2698989,"MN871443","Linear"
"Enterococcus phage Entf1",2583507,"MK800154","Linear"
"Enterococcus phage IME-EF4",1432658,"NC_023551","Linear"
"Enterococcus phage IME-EFm1",1445858,"NC_024356","Linear"
"Enterococcus phage IME-EFm5",1718158,"NC_028826","Linear"
"Enterococcus phage IMEEF1",1351735,"NC_041959","Linear"
"Enterococcus phage IME_EF3",1416012,"NC_023595","Linear"
"Enterococcus phage Idefix",2017580,"NC_049937","Linear"
"Enterococcus phage LY0322",2172042,"NC_042125","Linear"
"Enterococcus phage LY0323",2233540,"MH375074","Linear"
"Enterococcus phage MSF2",2577028,"MK982307","Linear"
"Enterococcus phage Nonaheksakonda",2488858,"MK125140","Linear"
"Enterococcus phage PBEF129",2696337,"MN854830","Linear"
"Enterococcus phage PEf771",2601638,"MN241318","Linear"
"Enterococcus phage PMBT2",2070197,"NC_042101","Linear"
"Enterococcus phage SANTOR1",1871692,"NC_031051","Linear"
"Enterococcus phage SAP6",1073766,"NC_041960","Linear"
"Enterococcus phage VD13",1458851,"NC_024212,NC_041861","Linear"
"Enterococcus phage heks",2719592,"MT119359","Linear"
"Enterococcus phage nattely",2719593,"NC_055833","Linear"
"Enterococcus phage phiEF17H",2218497,"AP018714","Linear"
"Enterococcus phage phiEF24C-P2",947379,"NC_047853","Linear"
"Enterococcus phage phiEf11",663241,"NC_013696","Linear"
"Enterococcus phage phiFL1A",673832,"NC_013646","Linear"
"Enterococcus phage phiFL1B",673833,"GQ478082","Linear"
"Enterococcus phage phiFL1C",673834,"GQ478083","Linear"
"Enterococcus phage phiFL2A",673835,"NC_013643","Linear"
"Enterococcus phage phiFL2B",673836,"GQ478085","Linear"
"Enterococcus phage phiFL3A",673837,"NC_013648","Linear"
"Enterococcus phage phiFL3B",673838,"GQ478087","Linear"
"Enterococcus phage phiFL4A",673839,"NC_013644","Linear"
"Enterococcus phage phiM1EF22",2218498,"AP018715","Linear"
"Enterococcus phage phiNASRA1",2050964,"MG264739","Linear"
"Enterococcus phage phiSHEF2",2030922,"NC_042021","Linear"
"Enterococcus phage phiSHEF4",2030923,"NC_042022","Linear"
"Enterococcus phage phiSHEF5",2030924,"NC_042023","Linear"
"Enterococcus phage vB_EfaH_EF1TV",2500558,"MK268686","Linear"
"Enterococcus phage vB_EfaM_Ef2.1",2546633,"MK693030","Linear"
"Enterococcus phage vB_EfaM_Ef2.3",2546634,"MK721192","Linear"
"Enterococcus phage vB_EfaP_Ef6.2",2546621,"NC_049932","Linear"
"Enterococcus phage vB_EfaP_Ef6.3",2546622,"NC_049933","Linear"
"Enterococcus phage vB_EfaP_Ef7.2",2546618,"NC_049934","Linear"
"Enterococcus phage vB_EfaP_Ef7.3",2546619,"NC_049939","Linear"
"Enterococcus phage vB_EfaP_Ef7.4",2546620,"NC_049940","Linear"
"Enterococcus phage vB_EfaP_Efmus1",2546625,"NC_049938","Linear"
"Enterococcus phage vB_EfaP_Efmus2",2546624,"MK721197","Linear"
"Enterococcus phage vB_EfaP_Efmus3",2546623,"NC_049936","Linear"
"Enterococcus phage vB_EfaP_Efmus4",2546626,"NC_049935","Linear"
"Enterococcus phage vB_EfaP_IME195",1747288,"NC_028693","Linear"
"Enterococcus phage vB_EfaP_IME199",1747351,"NC_049931","Linear"
"Enterococcus phage vB_EfaP_Zip",2501743,"NC_049930","Linear"
"Enterococcus phage vB_EfaS-DELF1",2683673,"LC513943","Linear"
"Enterococcus phage vB_EfaS_AL2",2175688,"NC_042127","Linear"
"Enterococcus phage vB_EfaS_AL3",2175687,"NC_042126","Linear"
"Enterococcus phage vB_EfaS_EF1c55",2601631,"MN103542","Linear"
"Enterococcus phage vB_EfaS_Ef2.2",2546635,"MK721189","Linear"
"Enterococcus phage vB_EfaS_Ef5.1",2546627,"MK721199","Linear"
"Enterococcus phage vB_EfaS_Ef5.2",2546628,"MK721186","Linear"
"Enterococcus phage vB_EfaS_Ef5.3",2546629,"MK721200","Linear"
"Enterococcus phage vB_EfaS_Ef5.4",2546630,"MK721191","Linear"
"Enterococcus phage vB_EfaS_Ef6.1",2546631,"MK721187","Linear"
"Enterococcus phage vB_EfaS_Ef6.4",2546632,"MK721190","Linear"
"Enterococcus phage vB_EfaS_Ef7.1",2546636,"MK721194","Linear"
"Enterococcus phage vB_EfaS_HEf13",2283014,"MH618488","Linear"
"Enterococcus phage vB_EfaS_IME196",1747289,"NC_028990","Linear"
"Enterococcus phage vB_EfaS_IME197",1747326,"NC_028671","Linear"
"Enterococcus phage vB_EfaS_IME198",1747287,"NC_029016","Linear"
"Enterococcus phage vB_EfaS_LM99",2234084,"MH355583","Linear"
"Enterococcus phage vB_EfaS_Max",2501744,"MK360024","Linear"
"Enterococcus phage vB_EfaS_PHB08",2562559,"MK570225","Linear"
"Enterococcus phage vB_Efae230P-4",1161939,"NC_025467","Linear"
"Enterococcus phage vB_OCPT_Ben",2587819,"MN027503","Linear"
"Enterococus phage vipetofem",2719594,"NC_055834","Linear"
"Enterovirus 5666/sin/002209",156647,"AF352027","Linear"
"Enterovirus 5865/sin/000009",150846,"AF316321","Linear"
"Enterovirus A",138948,"NC_001612","Linear"
"Enterovirus A120",1435148,"LK021688","Linear"
"Enterovirus A71",39054,"U22521","Linear"
"Enterovirus A76",306588,"JF905564","Linear"
"Enterovirus A90",297248,"AY773285","Linear"
"Enterovirus A92",469959,"EF667344","Linear"
"Enterovirus AN12",1929150,"NC_033695","Linear"
"Enterovirus B",138949,"NC_001472","Linear"
"Enterovirus B100",325447,"DQ902713","Linear"
"Enterovirus B101",408681,"AY843308","Linear"
"Enterovirus B106",1248136,"KF990476","Linear"
"Enterovirus B111",1442164,"KF312882","Linear"
"Enterovirus B69",171720,"AY302560","Linear"
"Enterovirus B73",200154,"AF241359,KF874626","Linear"
"Enterovirus B74",222889,"AY556057","Linear"
"Enterovirus B75",282345,"AY556070","Linear"
"Enterovirus B77",222887,"AY843302","Linear"
"Enterovirus B80",318563,"AY843298","Linear"
"Enterovirus B81",318564,"AY843299","Linear"
"Enterovirus B82",318565,"AY843300","Linear"
"Enterovirus B83",318566,"AY843301","Linear"
"Enterovirus B84",318567,"DQ902712","Linear"
"Enterovirus B85",318568,"AY843303","Linear"
"Enterovirus B86",318569,"AY843304","Linear"
"Enterovirus B87",318570,"AY843305","Linear"
"Enterovirus B88",318571,"AY843306","Linear"
"Enterovirus B97",325446,"AB426611,AY843307","Linear"
"Enterovirus C",138950,"NC_002058","Linear"
"Enterovirus C104",2650411,"JX982257","Linear"
"Enterovirus C109",861519,"GQ865517","Linear"
"Enterovirus C96",325445,"EF015886","Linear"
"Enterovirus C99",1295563,"EF555644,KJ857508","Linear"
"Enterovirus D",138951,"NC_001430","Linear"
"Enterovirus E",12064,"NC_001859","Linear"
"Enterovirus F",1330520,"NC_021220","Linear"
"Enterovirus G",106966,"JQ818253","Linear"
"Enterovirus H",310907,"NC_003988","Linear"
"Enterovirus J",1330521,"NC_010415,NC_013695","Linear"
"Enterovirus SEV-gx",1826059,"NC_029905","Linear"
"Enterovirus Yanbian 96-83csf",123738,"AF230973","Linear"
"Enterovirus goat/JL14",1849328,"NC_034267","Linear"
"Enterovirus sp.",47681,"NC_024073","Linear"
"Enzootic nasal tumour virus of goats",239365,"NC_004994","Linear"
"Epichloe festucae virus 1",382962,"NC_038930","Linear"
"Epinotia aporema granulovirus",166056,"NC_018875","Linear"
"Epiphyas postvittana nucleopolyhedrovirus",70600,"NC_003083","Linear"
"Epiphyllum virus 4",2713640,"NC_055588","Linear"
"Epizootic haematopoietic necrosis virus",100217,"NC_028461","Linear"
"Epseptimavirus stitch",1540099,"NC_027297","Linear"
"Epsilonpapillomavirus 1",40537,"NC_004195","Linear"
"Epsilonpolyomavirus bovis",1891754,"NC_001442","Linear"
"Eptesicus fuscus gammaherpesvirus",2035399,"NC_040615","Linear"
"Eptesicus serotinus papillomavirus 1",1464071,"NC_038518","Linear"
"Eptesicus serotinus papillomavirus 2",1464072,"NC_038517","Linear"
"Eptesicus serotinus papillomavirus 3",1464073,"KC858265","Linear"
"Eptesipox virus",1329402,"NC_035460","Linear"
"Equid alphaherpesvirus 1",10326,"NC_001491","Linear"
"Equid alphaherpesvirus 3",80341,"NC_024771","Linear"
"Equid alphaherpesvirus 4",10331,"NC_001844","Linear"
"Equid alphaherpesvirus 8",39637,"NC_017826","Linear"
"Equid alphaherpesvirus 9",55744,"NC_011644","Linear"
"Equid gammaherpesvirus 2",12657,"NC_001650","Linear"
"Equid gammaherpesvirus 5",10371,"NC_026421","Linear"
"Equine adenovirus 1",46916,"NC_030792","Linear"
"Equine adenovirus 2",67603,"NC_027705","Linear"
"Equine arteritis virus",11047,"NC_002532","Linear"
"Equine coronavirus",136187,"EF446615","Linear"
"Equine foamy virus",109270,"NC_002201","Linear"
"Equine hepacivirus JPN3/JAPAN/2013",1416349,"NC_024889","Linear"
"Equine infectious anemia virus",11665,"NC_001450","Linear"
"Equine parvovirus H",2079554,"NC_040652","Linear"
"Equine pegivirus 1",1307803,"NC_020902","Linear"
"Equine rhinitis A virus",47000,"NC_039209","Linear"
"Equine rhinitis B virus 1",47001,"NC_003983","Linear"
"Equine rhinitis B virus 2",168014,"AF361253","Linear"
"Equine torovirus",329862,"NC_043213","Linear"
"Equus asinus papillomavirus 1",1163703,"NC_023882","Linear"
"Equus caballus papillomavirus 1",333920,"NC_003748","Linear"
"Equus caballus papillomavirus 2",526413,"NC_012123","Linear"
"Equus caballus papillomavirus 3",940834,"NC_017862","Linear"
"Equus caballus papillomavirus 4",1235428,"NC_020085","Linear"
"Equus caballus papillomavirus 5",1235429,"NC_020084","Linear"
"Equus caballus papillomavirus 6",1235427,"NC_020500","Linear"
"Equus caballus papillomavirus 7",1235430,"NC_020501","Linear"
"Equus caballus papillomavirus 8",1912759,"NC_031756","Linear"
"Eragrostis curvula streak virus",638358,"NC_012664","Linear"
"Eragrostis minor streak virus",1030595,"NC_015553","Linear"
"Eragrostis streak virus",496807,"NC_010352","Linear"
"Erectites yellow mosaic virus",390443,"NC_009549","Linear"
"Erectites yellow mosaic virus satellite DNA beta",447603,"NC_009559","Linear"
"Erethizon dorsatum papillomavirus 1",291590,"NC_006951","Linear"
"Erethizon dorsatum papillomavirus 2",2268125,"NC_040580","Linear"
"Erigeron breviscapus amalgavirus 1",2069322,"NC_040592","Linear"
"Erigeron breviscapus amalgavirus 2",2069323,"NC_040593","Linear"
"Erinaceus europaeus papillomavirus 1",445217,"NC_011765","Linear"
"Erinnyis ello granulovirus",307444,"NC_025257","Linear"
"Erwinia phage Cronus",2163633,"NC_055743","Linear"
"Erwinia phage Derbicus",2530027,"NC_048173","Linear"
"Erwinia phage ENT90",947843,"NC_019932","Linear"
"Erwinia phage Ea35-70",1429768,"NC_023557","Linear"
"Erwinia phage Ea9-2",1429767,"NC_023579","Linear"
"Erwinia phage Era103",418443,"NC_009014","Linear"
"Erwinia phage EtG",2014586,"NC_047833","Linear"
"Erwinia phage FE44",1407608,"NC_022744","Linear"
"Erwinia phage Faunus",2182346,"NC_047978","Linear"
"Erwinia phage Hena1",2678601,"NC_048828","Linear"
"Erwinia phage Machina",1883375,"NC_042056","Linear"
"Erwinia phage PEp14",1131315,"NC_016767","Linear"
"Erwinia phage PhiEaH1",1401669,"NC_023610","Linear"
"Erwinia phage Wellington",2267653,"NC_048016","Linear"
"Erwinia phage pEa_SNUABM_1",2869543,"NC_061448","Linear"
"Erwinia phage pEa_SNUABM_16",2869544,"NC_061441","Linear"
"Erwinia phage pEa_SNUABM_17",2869545,"NC_061449","Linear"
"Erwinia phage pEa_SNUABM_2",2869547,"NC_061443","Linear"
"Erwinia phage pEa_SNUABM_22",2869549,"NC_061440","Linear"
"Erwinia phage pEa_SNUABM_3",2869552,"NC_061445","Linear"
"Erwinia phage pEa_SNUABM_30",2869553,"NC_061446","Linear"
"Erwinia phage pEa_SNUABM_32",2869555,"NC_061444","Linear"
"Erwinia phage pEa_SNUABM_33",2869556,"NC_061447","Linear"
"Erwinia phage pEa_SNUABM_35",2869557,"NC_061442","Linear"
"Erwinia phage pEa_SNUABM_5",2797313,"NC_061450","Linear"
"Erwinia phage pEa_SNUABM_7",2866695,"NC_061451","Linear"
"Erwinia phage pEp_SNUABM_01",2601643,"NC_048807","Linear"
"Erwinia phage pEp_SNUABM_08",2593268,"NC_053011","Linear"
"Erwinia phage phiEa100",925983,"NC_019926","Linear"
"Erwinia phage phiEa104",925986,"NC_015292","Linear"
"Erwinia phage phiEa1H",925985,"FQ482084","Linear"
"Erwinia phage phiEa21-4",557393,"NC_011811","Linear"
"Erwinia phage phiEa2809",1564096,"NC_027340","Linear"
"Erwinia phage phiEaH2",1029988,"NC_019929","Linear"
"Erwinia phage phiEaP8",2178928,"NC_049510","Linear"
"Erwinia phage phiEt88",925984,"NC_015295","Linear"
"Erwinia phage vB_Eam-MM7",1051674,"NC_041978","Linear"
"Erwinia phage vB_EamM-Bue1",2099338,"NC_048702","Linear"
"Erwinia phage vB_EamM-Y2",1051676,"NC_019504","Linear"
"Erwinia phage vB_EamM_Alexandra",2201424,"NC_047995","Linear"
"Erwinia phage vB_EamM_Asesino",1883370,"NC_031107","Linear"
"Erwinia phage vB_EamM_Caitlin",1883379,"NC_031120","Linear"
"Erwinia phage vB_EamM_ChrisDB",1883371,"NC_031126","Linear"
"Erwinia phage vB_EamM_Deimos-Minion",1815986,"NC_041972","Linear"
"Erwinia phage vB_EamM_Desertfox",2060127,"NC_042098","Linear"
"Erwinia phage vB_EamM_EarlPhillipIV",1883372,"NC_031007","Linear"
"Erwinia phage vB_EamM_Huxley",1883373,"NC_031127","Linear"
"Erwinia phage vB_EamM_Kwan",1883374,"NC_031010","Linear"
"Erwinia phage vB_EamM_Phobos",1883377,"NC_031043","Linear"
"Erwinia phage vB_EamM_RAY",1815987,"NC_041973","Linear"
"Erwinia phage vB_EamM_RisingSun",2026080,"NC_042018","Linear"
"Erwinia phage vB_EamM_Simmy50",1815988,"NC_041974","Linear"
"Erwinia phage vB_EamM_Special G",1815989,"NC_041975","Linear"
"Erwinia phage vB_EamM_Y3",1983553,"NC_047880","Linear"
"Erwinia phage vB_EamM_Yoloswag",1958956,"NC_047815","Linear"
"Erwinia phage vB_EamP-L1",1051673,"NC_019510","Linear"
"Erwinia phage vB_EamP-S2",2070198,"NC_047917","Linear"
"Erwinia phage vB_EamP-S6",1051675,"NC_019514","Linear"
"Erwinia phage vB_EamP_Frozen",1852641,"NC_031062","Linear"
"Erwinia phage vB_EhrS_49",2283026,"NC_048197","Linear"
"Erwinia phage vB_EhrS_59",2283025,"NC_048198","Linear"
"Erysimum latent virus",12152,"NC_001977","Linear"
"Erysipelothrix phage SE-1",1675317,"NC_029078","Linear"
"Erysiphe cichoracearum alphaendornavirus",1777015,"NC_029095","Linear"
"Erysiphe necator mitovirus 1",2052561,"NC_037054","Linear"
"Erysiphe necator mitovirus 2",2052562,"NC_037055","Linear"
"Erysiphe necator mitovirus 3",2052563,"NC_037056","Linear"
"Erythrura gouldiae polyomavirus 1",2169903,"NC_039052","Linear"
"Escherichia Stx1 converting phage",194948,"NC_004913","Linear"
"Escherichia Stx1-converting recombinant phage HUN/2013",1506453,"KJ909655","Linear"
"Escherichia coli O157 typing phage 10",1508672,"KP869108","Linear"
"Escherichia coli O157 typing phage 11",1508673,"KP869109","Linear"
"Escherichia coli O157 typing phage 12",1508674,"KP869110","Linear"
"Escherichia coli O157 typing phage 3",1508678,"NC_041863","Linear"
"Escherichia coli O157 typing phage 5",1508680,"KP869103","Linear"
"Escherichia coli O157 typing phage 6",1508681,"NC_041864","Linear"
"Escherichia phage 121Q",1555202,"NC_025447","Linear"
"Escherichia phage 13a",532076,"NC_011045","Linear"
"Escherichia phage 172-1",1598146,"NC_028903","Linear"
"Escherichia phage 1720a-02",1115653,"KF030445","Linear"
"Escherichia phage 186",2681630,"NC_001317","Linear"
"Escherichia phage 285P",669008,"NC_015249","Linear"
"Escherichia phage 2H10",2847058,"NC_049950","Linear"
"Escherichia phage 4MG",1391428,"NC_022968","Linear"
"Escherichia phage 500465-1",2716351,"NC_049342","Linear"
"Escherichia phage 500465-2",2716352,"NC_049343","Linear"
"Escherichia phage 503458",2716350,"NC_049341","Linear"
"Escherichia phage 520873",2716354,"NC_049344","Linear"
"Escherichia phage 64795_ec1",1837842,"NC_031114","Linear"
"Escherichia phage 933W",10730,"NC_000924","Linear"
"Escherichia phage ADB-2",1216926,"NC_019725","Linear"
"Escherichia phage APCEc01",1655305,"NC_029091","Linear"
"Escherichia phage APECc02",1655314,"NC_041869","Linear"
"Escherichia phage AR1",66711,"NC_027983","Linear"
"Escherichia phage AnYang",2499909,"NC_055782","Linear"
"Escherichia phage ArgO145",1983463,"NC_049918","Linear"
"Escherichia phage Av-05",1527519,"NC_025830","Linear"
"Escherichia phage BA14",532074,"NC_011040","Linear"
"Escherichia phage BZ13",2789207,"FJ483837,FJ483838,FJ483839","Linear"
"Escherichia phage Bf23",2932881,"NC_042564","Linear"
"Escherichia phage Bp4",1458848,"NC_024142","Linear"
"Escherichia phage Bp7",1052121,"NC_019500","Linear"
"Escherichia phage C1",2340716,"NC_054651","Linear"
"Escherichia phage C119",1735565,"NC_042046","Linear"
"Escherichia phage C130_2",2234093,"NC_048067","Linear"
"Escherichia phage C5",2340717,"NC_048079","Linear"
"Escherichia phage CAjan",1610828,"NC_028776","Linear"
"Escherichia phage CICC 80001",1527506,"NC_027387","Linear"
"Escherichia phage Cba120",2886902,"NC_016570","Linear"
"Escherichia phage D108",665033,"NC_013594","Linear"
"Escherichia phage D6",2014434,"NC_050154","Linear"
"Escherichia phage DE3",482822,"NC_042057","Linear"
"Escherichia phage DT571/2",1567007,"NC_047749","Linear"
"Escherichia phage DT57C",2681606,"KM979354","Linear"
"Escherichia phage DTL",2048061,"NC_047893","Linear"
"Escherichia phage E21",2663325,"NC_052983","Linear"
"Escherichia phage EC1-UPM",1258572,"NC_041906","Linear"
"Escherichia phage EC121",2025815,"NC_054909","Linear"
"Escherichia phage EC6",1229757,"NC_027369","Linear"
"Escherichia phage EC6098",2720215,"NC_048874","Linear"
"Escherichia phage ECA2",1852630,"NC_047766","Linear"
"Escherichia phage ECBP1",1604356,"NC_018854","Linear"
"Escherichia phage ECBP2",1604355,"NC_018859","Linear"
"Escherichia phage ECBP5",1498172,"NC_027330","Linear"
"Escherichia phage ECD7",1981499,"NC_041936","Linear"
"Escherichia phage ECML-117",1204521,"NC_025441","Linear"
"Escherichia phage ECML-134",1204522,"NC_025449","Linear"
"Escherichia phage ECML-4",1204523,"NC_025446","Linear"
"Escherichia phage ECO4",2025816,"NC_054911","Linear"
"Escherichia phage ECP1",2015807,"NC_049926","Linear"
"Escherichia phage EG1",2053563,"NC_047895","Linear"
"Escherichia phage EK99P-1",1527514,"NC_024783","Linear"
"Escherichia phage EP75",2070200,"NC_049433","Linear"
"Escherichia phage ESCO13",1881104,"NC_047770","Linear"
"Escherichia phage ESCO5",1897495,"NC_047776","Linear"
"Escherichia phage ESSI2_ev015",2695850,"NC_049395","Linear"
"Escherichia phage ESSI2_ev040",2695849,"NC_049393","Linear"
"Escherichia phage ESSI2_ev129",2695848,"NC_049394","Linear"
"Escherichia phage ESSI2_ev239",2695847,"NC_049392","Linear"
"Escherichia phage Ebrios",2099356,"NC_047942","Linear"
"Escherichia phage EcNP1",2576882,"NC_054910","Linear"
"Escherichia phage EcS1",2083276,"NC_055721","Linear"
"Escherichia phage EcoDS1",532075,"NC_011042","Linear"
"Escherichia phage Eco_BIFF",2175169,"NC_047996","Linear"
"Escherichia phage Envy",1883200,"NC_031081","Linear"
"Escherichia phage Eps7",2886918,"NC_010583","Linear"
"Escherichia phage F2",2696339,"NC_054913","Linear"
"Escherichia phage FEC14",2053671,"NC_049427","Linear"
"Escherichia phage FEC19",2315486,"NC_048073","Linear"
"Escherichia phage FFH2",1446490,"NC_024134","Linear"
"Escherichia phage FV3",1131317,"NC_019517","Linear"
"Escherichia phage G4",10843,"NC_001420","Linear"
"Escherichia phage GA2A",1755695,"NC_031943","Linear"
"Escherichia phage Gluttony",1883202,"NC_031113","Linear"
"Escherichia phage Gostya9",2182345,"NC_047979","Linear"
"Escherichia phage H8",2886919,"NC_042307","Linear"
"Escherichia phage HK022",2681618,"NC_002166","Linear"
"Escherichia phage HK106",432198,"NC_019768","Linear"
"Escherichia phage HK446",1147145,"NC_019714","Linear"
"Escherichia phage HK542",432200,"NC_019769","Linear"
"Escherichia phage HK544",432201,"NC_019767","Linear"
"Escherichia phage HK578",1147142,"NC_019724","Linear"
"Escherichia phage HK629",1147148,"NC_019711","Linear"
"Escherichia phage HK630",1147146,"NC_019723","Linear"
"Escherichia phage HK633",1147147,"NC_019719","Linear"
"Escherichia phage HK639",906669,"NC_016158","Linear"
"Escherichia phage HK75",906668,"NC_016160","Linear"
"Escherichia phage HK97",2681617,"NC_002167","Linear"
"Escherichia phage HP3",1965367,"NC_041919","Linear"
"Escherichia phage HX01",1237364,"NC_018855","Linear"
"Escherichia phage HY01",1434323,"NC_027349","Linear"
"Escherichia phage HY02",1527531,"NC_028872","Linear"
"Escherichia phage HY03",1654926,"NC_031047","Linear"
"Escherichia phage HZ2R8",2079317,"NC_047923","Linear"
"Escherichia phage HZP2",2530019,"NC_048164","Linear"
"Escherichia phage Henu7",2589652,"NC_054894","Linear"
"Escherichia phage Henu8",2596677,"NC_049853","Linear"
"Escherichia phage ID2 Moscow/ID/2001",511969,"NC_007817","Linear"
"Escherichia phage ID21",338101,"NC_007818","Linear"
"Escherichia phage ID32",338102,"NC_007819","Linear"
"Escherichia phage ID52",338108,"NC_007825","Linear"
"Escherichia phage ID62",338107,"NC_007824","Linear"
"Escherichia phage IME08",698728,"NC_014260","Linear"
"Escherichia phage IME11",1239384,"NC_019423","Linear"
"Escherichia phage IMM-002",2041760,"NC_048071","Linear"
"Escherichia phage If1",10868,"NC_001954","Linear"
"Escherichia phage J8-65",1536597,"NC_025445","Linear"
"Escherichia phage JES2013",1327956,"NC_022323","Linear"
"Escherichia phage JH2",1340750,"NC_029023","Linear"
"Escherichia phage JL1",2681620,"JX865427","Linear"
"Escherichia phage JLK-2012",1147722,"NC_049942","Linear"
"Escherichia phage JMPW1",1772219,"NC_041874","Linear"
"Escherichia phage JMPW2",1772218,"NC_041873","Linear"
"Escherichia phage JS10",576790,"NC_012741","Linear"
"Escherichia phage JS98",293178,"NC_010105","Linear"
"Escherichia phage JSE",576789,"NC_012740","Linear"
"Escherichia phage Jk06",2886922,"NC_007291","Linear"
"Escherichia phage K1-5",2681604,"AY370674","Linear"
"Escherichia phage K1E",2679891,"NC_007637","Linear"
"Escherichia phage K1F",344021,"NC_007456,NC_007636","Linear"
"Escherichia phage K1G",698486,"NC_027993","Linear"
"Escherichia phage K1H",698487,"NC_027994","Linear"
"Escherichia phage K1ind1",698488,"NC_041897","Linear"
"Escherichia phage K1ind2",698489,"NC_041898","Linear"
"Escherichia phage K1ind3",698490,"GU196281","Linear"
"Escherichia phage K30",1041524,"NC_015719","Linear"
"Escherichia phage KBNP1711",1436889,"NC_023593","Linear"
"Escherichia phage KIT03",2218499,"NC_054923","Linear"
"Escherichia phage LL11",2315628,"NC_048064","Linear"
"Escherichia phage LL2",2301650,"NC_048063","Linear"
"Escherichia phage LL5",2233992,"NC_047985","Linear"
"Escherichia phage LM33_P1",1788294,"NC_031937","Linear"
"Escherichia phage Lambda",2681611,"J02459","Linear"
"Escherichia phage Lambda_ev017",2742949,"NC_049948","Linear"
"Escherichia phage Lambda_ev099",2742953,"NC_049953","Linear"
"Escherichia phage Lambda_ev207",2742956,"NC_049949","Linear"
"Escherichia phage Lambda_ev243",2742957,"NC_049955","Linear"
"Escherichia phage Lidtsur",2562235,"NC_048177","Linear"
"Escherichia phage Lw1",1307804,"NC_021344","Linear"
"Escherichia phage Lyz12581Vzw",2590400,"NC_049917","Linear"
"Escherichia phage MLF4",2448909,"NC_055780","Linear"
"Escherichia phage MS2",12022,"NC_001417","Linear"
"Escherichia phage MX01",1837930,"NC_031934","Linear"
"Escherichia phage Mangalitsa",2589658,"NC_048799","Linear"
"Escherichia phage Min27",489779,"NC_010237","Linear"
"Escherichia phage Minorna",2547246,"NC_048172","Linear"
"Escherichia phage Mt1B1_P17",2743961,"NC_052662","Linear"
"Escherichia phage Mu",2681603,"NC_000929","Linear"
"Escherichia phage Murica",1675606,"NC_041871","Linear"
"Escherichia phage N15",1604876,"NC_001901","Linear"
"Escherichia phage N30",2340719,"NC_048078","Linear"
"Escherichia phage N4",2886925,"NC_008720","Linear"
"Escherichia phage NC-A",2528528,"NC_048163","Linear"
"Escherichia phage NC28",338106,"NC_007823","Linear"
"Escherichia phage NC29",338110,"NC_007827","Linear"
"Escherichia phage NC35",338103,"NC_007820","Linear"
"Escherichia phage NJ01",1237159,"NC_018835","Linear"
"Escherichia phage OSYSP",2020879,"NC_047835","Linear"
